leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
3301500,ANDOVER TOWN SCH DIST,33,30,24,6216,546,1773,3897,6045,4537,2554,1835,223,193,2554,0
3302310,CHICHESTER TOWN SCH DIST,33,30,24,7464,218,1654,5592,6959,5479,3271,2066,77,190,3271,0
3302460,CONCORD CITY SCH DIST,33,30,24,113151,10017,31700,71434,110140,100649,59137,39149,7692,3949,59137,0
3303690,HENNIKER TOWN SCH DIST,33,30,24,9546,494,2559,6493,9524,9406,5702,3494,44,398,5702,0
3303870,HOOKSETT SCH DIST,33,30,24,40755,2962,10095,27698,42248,32658,19181,12616,349,1282,19181,2054
3305580,PEMBROKE SCHOOL DISTRICT,33,30,24,30845,1594,7896,21355,30878,29332,19636,8951,819,1416,19636,0
3300003,JOHN STARK REG SCHOOL DISTRICT,33,30,24,14705,846,4026,9833,15176,14077,8473,5162,770,633,8473,27
3304040,KEARSARGE REGIONAL SCHOOL DIST,33,30,24,49357,1428,10846,37083,47788,45251,29129,15421,1382,1676,29129,0
3302010,BRENTWOOD TOWN SCH DIST,33,30,24,6760,153,1331,5276,6666,6534,4232,2177,132,295,4232,0
3302580,DEERFIELD TOWN SCH DIST,33,30,24,16898,621,3781,12496,17035,13296,7975,5128,76,498,7975,55
3302610,DERRY COOP SCH DIST,33,30,24,105172,9022,33705,62445,102065,78750,47939,29142,259,3093,47939,5457
3302880,EPPING SCHOOL DISTRICT,33,30,24,22759,756,5445,16558,21574,20794,12717,7517,428,878,12717,0
3302970,EXETER SCHOOL DISTRICT,33,30,24,24044,1027,4093,18924,23634,23472,15750,7422,87,808,15750,0
3303420,GREENLAND TOWN SCH DIST,33,30,24,13638,316,2565,10757,13449,9297,5490,3662,412,374,5490,89
3303540,HAMPTON FALLS TOWN SCH,33,30,24,7245,153,902,6190,6986,6706,4519,2027,68,187,4519,0
3304080,KENSINGTON TOWN SCH DIST,33,30,24,4253,126,622,3505,4121,4095,2316,1666,26,143,2316,0
3305070,NEW CASTLE TOWN SCH DIST,33,30,24,2020,24,1606,390,1818,1291,593,698,31,27,593,0
3305370,NORTH HAMPTON TOWN SCH,33,30,24,10172,283,1665,8224,9609,9447,6009,3237,159,271,6009,0
3306270,SOUTH HAMPTON TOWN SCH DIST,33,30,24,3094,117,533,2444,3041,2593,1641,946,40,83,1641,0
3307230,WINNACUNNET COOP SCHOOL DIST,33,30,24,32433,1809,7159,23465,31587,29914,18520,10772,1040,1061,18520,276
3306720,TIMBERLANE REGIONAL SCHOOL DIST,33,30,24,88521,2395,17812,68314,84327,70503,44000,25095,13234,3302,44000,0
3304770,MIDDLETON SCHOOL DISTRICT,33,30,24,5097,212,1953,2932,4828,3161,1828,1241,15,153,1828,0
3305970,ROLLINSFORD TOWN SCH DIST,33,30,24,5895,252,1294,4349,6019,3998,2161,1774,108,147,2161,0
3306420,STRAFFORD TOWN SCH DIST,33,30,24,12478,557,3484,8437,12522,8711,4820,3658,46,394,4820,210
3302520,CORNISH SCHOOL DISTRICT,33,30,24,5352,449,1143,3760,5316,4198,2336,1748,321,136,2336,29
3302550,CROYDON TOWN SCH DIST,33,30,24,1421,97,554,770,1641,1019,592,415,5,37,592,174
3303360,GRANTHAM TOWN SCH DIST,33,30,24,10480,199,2162,8119,11092,7090,4066,2889,589,271,4066,0
3305310,NEWPORT TOWN SCH DIST,33,30,24,25293,5004,8910,11379,31322,21456,10904,10078,9710,753,10904,0
3306540,SUNAPEE TOWN SCH DIST,33,30,24,14553,353,2915,11285,14789,13668,7613,5882,928,397,7613,0
3304140,LACONIA CITY SCHOOL DISTRICT,33,30,24,52161,10737,16091,25333,50882,44015,28566,14124,5484,1824,28566,1052
3305830,PROFILE SCH DIST,33,30,24,7154,373,1769,5012,6385,6212,3608,2469,107,218,3608,0
3306780,WAKEFIELD TOWN SCH DIST,33,30,24,13103,1617,3807,7679,12846,9509,5990,3251,101,430,5990,0
3302370,CLARKSVILLE SCH DIST,33,30,24,516,5,124,387,546,148,33,115,0,0,33,0
3301560,ASHLAND TOWN SCH DIST,33,30,24,4572,602,1045,2925,4762,4388,2540,1730,374,148,2540,0
3301740,BEDFORD SCHOOL DISTRICT,33,30,24,84949,2779,20469,61701,85324,81531,52387,27096,2613,4070,52387,1376
3307115,WILTON-LYNDEBOROUGH COOP SCH DIST,33,30,24,13724,693,3217,9814,13636,12990,5692,6912,344,543,5692,0
3304760,MERRIMACK VALLEY SCHOOL DISTRICT,33,30,24,48521,4253,15521,28747,50665,47304,27558,18447,2516,2235,27558,0
3305520,OYSTER RIVER COOP SCH DIST,33,30,24,53422,998,10086,42338,52826,50295,29643,19453,936,2116,29643,0
3305730,PITTSFIELD TOWN SCH DIST,33,30,24,12423,2073,5603,4747,12835,11141,5763,5091,1075,500,5763,0
3303640,HARTS LOCATION SCHOOL DIST 236,33,30,24,37,3,34,0,33,6,0,6,0,0,0,0
3305190,NEWFIELDS TOWN SCH DIST,33,30,24,3129,63,560,2506,3052,3008,1693,1251,44,121,1693,0
3306360,STEWARTSTOWN SCH DIST,33,30,24,3004,282,794,1928,2870,2104,972,1062,103,54,972,0
3304230,LEBANON SCH DIST,33,30,24,51160,1944,8131,41085,60687,44953,31574,12640,13145,1633,31574,451
3306000,RUMNEY TOWN SCH DIST,33,30,24,3344,472,780,2092,3323,3193,1831,1258,72,86,1831,0
3305040,NEW BOSTON TOWN SCH DIST,33,30,24,17913,515,4542,12856,17964,10016,6428,3390,208,481,6428,107
3302340,CLAREMONT SCHOOL DISTRICT,33,30,24,42127,6569,16526,19032,40804,39790,23746,15345,487,1621,23746,0
3305760,PLAINFIELD SCHOOL DIST,33,30,24,7696,319,1783,5594,7825,6461,3973,2424,111,198,3973,551
3303180,GILFORD SCHOOL DISTRICT,33,30,24,27103,1441,4526,21136,26599,25939,16129,9180,329,1094,16129,0
3306600,TAMWORTH TOWN SCH DIST,33,30,24,8954,778,2248,5928,9089,6695,4163,2355,1099,183,4163,0
3304680,MASCOMA VALLEY REG SCHOOL DIST,33,30,24,30977,1438,8245,21294,30061,27846,16630,10579,660,1082,16630,5
3302070,BROOKLINE TOWN SCH DIST,33,30,24,12349,302,3316,8731,11779,11556,6871,4451,123,578,6871,242
3304830,MILFORD SCHOOL DISTRICT,33,30,24,46729,2648,11432,32649,46475,45465,25312,19337,878,2015,25312,0
3305280,NEWMARKET TOWN SCH DIST,33,30,24,27153,1641,5004,20508,26537,24045,14604,9011,882,987,14604,0
3305880,RAYMOND SCHOOL DIST,33,30,24,30566,2552,8353,19661,28368,27195,15945,10557,367,1142,15945,0
3307170,WINDHAM TOWN SCH DIST,33,30,24,64857,1063,14786,49008,61018,57561,34667,21817,1939,3002,34667,66
3300616,MILTON TOWN SCH DIST,33,30,24,11602,1011,4355,6236,11394,11282,6970,3909,58,532,6970,0
3302130,CANDIA TOWN SCH DIST,33,30,24,10253,433,2265,7555,10686,8640,5359,3100,137,275,5359,598
3306150,SEABROOK SCH DIST,33,30,24,19518,2149,3815,13554,19138,18662,11805,6353,293,649,11805,115
3301950,BOW TOWN SCHOOL DIST,33,30,24,35968,1103,7245,27620,38276,33065,21205,10855,4538,1671,21205,0
3303750,HILLSBORO DEERING COOPERATN SCH DIST,33,30,24,26729,1629,8112,16988,26187,26003,14644,10542,58,1047,14644,0
3305250,NEWINGTON TOWN SCH DIST,33,30,24,2501,49,1142,1310,2576,1930,993,892,137,48,993,0
3307300,WINNISQUAM REGIONAL SCH DIST,33,30,24,28435,3194,10281,14960,28397,26423,14355,11413,1766,1233,14355,0
3305460,NOTTINGHAM TOWN SCH DIST,33,30,24,16873,648,3614,12611,15983,10898,6515,4184,325,515,6515,130
3303275,SURRY SCHOOL DISTRICT,33,30,24,2014,23,556,1435,2141,207,0,207,0,0,0,0
3303276,MASON SCHOOL DISTRICT,33,30,24,3611,83,810,2718,3351,2240,1115,1016,54,97,1115,0
3303304,GOSHEN SCHOOL DISTRICT,33,30,24,1245,34,606,605,1221,1221,1102,119,0,0,1102,0
3303293,SULLIVAN SCHOOL DISTRICT,33,30,24,2176,25,872,1279,1970,265,1,264,0,0,1,0
3402490,BURLINGTON COUNTY VOCATIONAL SCHOOL DISTRICT,34,31,24,79149,3315,25231,50603,56117,51343,28897,20222,4343,2067,23512,0
3480200,MERCER COUNTY SPECIAL SERVICES SCHOOL DISTRICT,34,31,24,55558,1198,8420,45940,55976,54068,27207,21606,1870,0,22424,0
3411980,OCEAN COUNTY VOCATIONAL SCHOOL,34,31,24,44071,4749,9279,30043,46461,38515,21888,16410,217,659,17458,0
3480361,SALEM COUNTY SPECIAL SERVICES SCHOOL DISTRICT,34,31,24,21344,159,2664,18521,19335,18594,3978,5699,668,0,2696,0
3416290,TRENTON SCHOOL DISTRICT,34,31,24,509556,39353,438756,31447,483416,414033,259428,144399,13267,15459,222840,6686
3406510,HAMILTON TWP SCH DIST,34,31,24,78685,6303,46829,25553,78760,69948,44211,23355,1541,2884,36270,853
3417850,WEYMOUTH TWP SCH DIST,34,31,24,5492,829,1721,2942,6507,4858,2715,1987,378,177,2295,66
3406060,GREATER EGG HARBOR REG HIGH SCHOOL DIST,34,31,24,106998,7193,55083,44722,115483,95773,56945,37151,12013,3079,46990,2204
3400660,ABSECON SCHOOL DISTRICT,34,31,24,29131,1696,13871,13564,26655,24440,15129,8218,137,936,12488,24
3411790,NORTHFIELD CITY SCHOOL DIST,34,31,24,26418,2555,12108,11755,26016,23324,16532,6021,250,947,13497,0
3403810,DEMAREST SCH DIST,34,31,24,24969,316,5207,19446,23689,20964,12751,7818,1757,767,10158,288
3404980,FAIR LAWN SCH DIST,34,31,24,161194,3827,51193,106174,151509,138961,86683,50107,4707,5567,69721,3073
3406930,HASBROUCK HEIGHTS BORO SCHOOL DIST,34,31,24,52615,1672,15237,35706,50801,43759,27457,15343,3076,1694,21905,427
3410140,MIDLAND PARK SCH DIST,34,31,24,35309,827,7437,27045,33996,30209,18732,10936,906,897,15111,1250
3411820,NORTHVALE BORO SCH DIST,34,31,24,16704,459,4097,12148,22279,14104,8812,5280,6031,561,6926,173
3412450,PARK RIDGE BORO SCH DIST,34,31,24,46985,1048,10181,35756,48611,40562,23790,15893,5044,1208,19194,1001
3413830,RIDGEWOOD TWP SCHOOL DISTRICT,34,31,24,159264,2287,37704,119273,154021,144829,90375,50090,2210,5544,72276,4969
3416860,WALDWICK BORO SCH DIST,34,31,24,49394,1287,12176,35931,51438,41928,27909,13558,5894,1616,22367,1300
3403120,CINNAMINSON TWP SCH DIST,34,31,24,80230,2244,35084,42902,75131,71629,42912,27261,1713,2914,34591,902
3404350,EASTAMPTON TWP SCH DIST,34,31,24,15365,905,7584,6876,14540,13549,8670,4595,65,602,7059,144
3412810,PEMBERTON TWP SCH DIST,34,31,24,143487,15081,99283,29123,136861,130814,76332,51100,3424,4410,61707,896
3408490,LENAPE REGIONAL SCH DIST,34,31,24,221462,6182,66013,149267,236794,199877,124717,72722,28583,6593,100979,6201
3409960,MERCHANTVILLE BORO SCH DIST,34,31,24,17022,609,9804,6609,14004,9399,6233,3030,1269,400,5039,201
3412870,PENNSAUKEN TWP SCH DIST,34,31,24,168150,13205,104824,50121,151843,138049,85443,49173,5770,4880,71198,2077
3415810,STONE HARBOR SCH DIST,34,31,24,3977,122,503,3352,3617,3040,1531,1311,18,78,1217,0
3402700,CAPE MAY CITY SCHOOL DIST,34,31,24,10965,3126,5735,2104,6880,6038,3835,2078,439,160,3125,0
3414250,ROSELAND BORO SCH DIST,34,31,24,13958,521,3074,10363,12574,11581,7175,4197,258,443,5740,92
3417610,WEST ORANGE TOWN SCH DIST,34,31,24,254849,7951,85857,161041,250979,230020,146352,78538,7596,7030,117905,8555
3417460,WEST ESSEX REG SCH DIST,34,31,24,58695,620,12810,45265,55713,55107,33521,20448,271,1694,27157,2924
3404140,EAST GREENWICH TWP SCH DIST,34,31,24,29975,609,12876,16490,28673,26131,15702,9510,275,1229,12356,706
3406180,GREENWICH TWP SCH DIST,34,31,24,16147,789,3317,12041,16347,13751,7000,6470,27,433,5610,281
3408880,LOGAN TWP SCH DIST,34,31,24,24798,923,8193,15682,25853,20482,11767,8264,40,825,9368,446
3410470,MONROE TWP SCH DIST,34,31,24,146858,5887,81663,59308,146460,133841,75610,55478,6525,5746,61068,3142
3407980,KINGSWAY REGIONAL HIGH SCHOOL DIST,34,31,24,70154,1738,33744,34672,64377,59688,35278,22655,383,3024,28746,1023
3414850,SECAUCAS TOWN SCH DIST,34,31,24,60541,4457,13830,42254,57256,55210,34460,19467,1128,2196,27678,661
3403360,CLINTON TWP SCH DIST,34,31,24,41811,830,11134,29847,39579,35584,19688,15348,1154,1180,15907,316
3407590,HUNTERDON CENTRAL HIGH SCH DIST,34,31,24,90870,1320,18877,70673,90354,81955,43654,29491,5088,2428,35308,1201
3403750,DELAWARE VALLEY REG HIGH SCHOOL DIST,34,31,24,28861,477,5473,22911,28417,25547,11573,9289,955,701,9473,283
3404110,EAST BRUNSWICK TWP SCH DIST,34,31,24,247397,8400,81497,157500,249107,230446,130489,90751,13643,8184,105577,1625
3410290,MILLTOWN BORO SCH DIST,34,31,24,28671,921,8907,18843,26770,19609,12372,6925,27,815,10402,1001
3415360,SOUTH PLAINFIELD BORO SCHOOL DIST,34,31,24,100051,3362,38921,57768,101602,91632,57323,31840,6251,3694,46013,1703
3404950,FAIR HAVEN SCH DIST,34,31,24,23854,528,6026,17300,24070,22819,14455,8341,322,960,11509,109
3407560,HOWELL TWP SCH DIST,34,31,24,152274,6449,55140,90685,151947,145880,84834,57452,4067,5716,66941,2
3416560,UPPER FREEHOLD REG SCHOOL DIST,34,31,24,55245,706,13798,40741,55251,51692,29715,20577,1221,2055,23796,468
3409930,MENDHAM TWP SCH DIST,34,31,24,29658,498,6508,22652,30005,26783,14786,11557,2566,792,12054,385
3410860,MOUNT ARLINGTON BORO SCH DIST,34,31,24,16299,503,3108,12688,16277,11695,6767,4735,121,357,5572,502
3401560,BERKELEY TWP SCH DIST,34,31,24,55021,3625,18335,33061,55717,54314,32038,21089,297,2404,25759,281
3413230,PLUMSTED TWP SCH DIST,34,31,24,29738,2887,12003,14848,30778,29854,18099,11012,50,1151,14353,512
3401860,BLOOMINGDALE SCHOOL DIST,34,31,24,29283,2347,7415,19521,28368,20183,12402,7436,2002,641,10224,825
3406990,HAWTHORNE BORO SCH DIST,34,31,24,67803,3493,18003,46307,68781,58097,35376,21272,4559,2207,28417,1187
3411550,NORTH HALEDON BOROUGH SCHOOL DISTRICT,34,31,24,17043,788,3888,12367,19894,14699,9020,5421,4438,617,6999,141
3416950,WANAQUE BORO SCH DIST,34,31,24,25631,961,6839,17831,26403,24255,16181,7614,959,892,12769,744
3400810,ALLOWAY TWP SCH DIST,34,31,24,10104,761,4517,4826,10813,8004,4982,2759,171,294,4152,79
3412210,OLDMANS TWP SCH DIST,34,31,24,7980,352,3899,3729,7569,6514,3628,2741,182,291,2871,47
3414550,SALEM SCHOOL DISTRICT,34,31,24,42166,8264,29223,4679,41903,37295,19855,16114,1849,1277,16305,489
3407230,HILLSBOROUGH SCH DIST,34,31,24,180417,6135,56845,117437,179633,171293,101055,66786,2744,7263,79218,1427
3405550,FREDON TWP SCH DIST,34,31,24,6367,338,1326,4703,6449,5262,2583,2568,833,187,2122,0
3410530,MONTAGUE TWP SCH DIST,34,31,24,13314,1732,4690,6892,14128,11134,6105,4860,757,309,5264,60
3416710,VERNON TWP SCH DIST,34,31,24,83844,3139,32642,48063,80751,78523,44653,32521,567,2941,35418,2102
3408500,LENAPE VALLEY REGIONAL HIGH SCH DIST,34,31,24,22507,563,9255,12689,22102,21053,12017,8723,698,681,9745,410
3418030,WINFIELD TWP SCH DIST,34,31,24,4956,271,2873,1812,5140,4552,2811,1650,61,147,2271,0
3406300,HACKETTSTOWN SCH DIST,34,31,24,57037,2137,26325,28575,54682,53200,32934,19460,1334,2041,26513,1014
3407470,HOPE TWP SCH DIST,34,31,24,5827,162,1203,4462,6261,5293,3110,2019,4,135,2557,84
3409540,MANSFIELD TWP SCH DIST,34,31,24,14501,687,6960,6854,15113,14581,9426,4683,211,582,7355,7
3416970,WARREN HILLS REGIONAL SCHOOL DIST,34,31,24,49660,1949,18078,29633,48661,43845,26590,16486,2364,1573,21108,489
3400006,ATLANTIC COUNTY SPECIAL SERVICES DISTRICT,34,31,24,28252,534,3397,24321,26985,26068,10388,9284,917,0,8420,0
3400007,SOUTH BERGEN JOINTURE COMMISSION,34,31,24,80068,176,6679,73213,80281,79480,16625,62590,801,0,13696,0
3406040,GLOUCESTER COUNTY VOCATIONAL-TECHNICAL SCHOOL,34,31,24,42131,1517,21771,18843,39843,36560,21827,13608,1723,1597,18350,0
3480363,GLOUCESTER COUNTY SPECIAL SERVICES SCHOOL DISTRICT,34,31,24,79200,3240,7859,68101,74159,71824,21784,19480,1941,0,17501,0
3417500,MONMOUTH COUNTY VOCATIONAL SCHOOLS,34,31,24,57859,1753,16285,39821,61203,54685,33876,20263,4163,1564,26360,0
3401920,BOGOTA SCH DIST,34,31,24,43120,2884,22050,18186,40822,34686,21331,12508,2872,1411,17648,1123
3403390,CLOSTER PUBLIC SCH DIST,34,31,24,32728,652,8016,24060,32205,28678,17649,11001,2034,1211,13844,384
3403600,CRESSKILL PUBLIC SCH DIST,34,31,24,48051,884,12318,34849,46357,42729,29808,12586,523,1709,23249,712
3404710,EMERSON SCHOOL DISTRICT,34,31,24,34636,969,7515,26152,33102,30397,18987,10548,559,1088,15331,1353
3405070,FAIRVIEW BORO SCH DIST,34,31,24,69096,3629,47633,17834,45322,30992,17775,12746,978,1586,14571,211
3405970,GLEN ROCK SCH DIST,34,31,24,77852,1025,18321,58506,73615,68175,40700,25328,1812,2607,32017,1258
3406960,HAWORTH BORO SCH DIST,34,31,24,14784,296,3152,11336,16719,13195,8422,4674,2699,463,6746,68
3408520,LEONIA BORO SCH DIST,34,31,24,54758,1847,15452,37459,52325,49264,28845,19193,1336,2087,23171,463
3409330,MAHWAH TWP SCH DIST,34,31,24,96804,1744,21279,73781,97408,88341,49900,36549,3441,2812,40219,3050
3411430,NORTH ARLINGTON SCH DIST,34,31,24,51804,1725,18455,31624,49000,43727,28207,15520,1976,2134,23360,1824
3411850,NORWOOD BORO SCH DIST,34,31,24,17093,482,4073,12538,16893,13774,8399,5369,384,608,6711,182
3412180,OLD TAPPAN BORO SCH DIST,34,31,24,24127,353,5178,18596,20351,18905,12359,6546,632,771,9822,718
3412420,PARAMUS BORO SCH DIST,34,31,24,135852,3710,30701,101441,133915,118588,65379,51435,6701,3594,52938,964
3413770,RIDGEFIELD BORO SCH DIST,34,31,24,56164,2307,15658,38199,55271,50807,28359,21261,3736,1438,22608,0
3413890,RIVER EDGE BORO SCH DIST,34,31,24,32677,1045,11995,19637,28926,27207,17686,9460,361,1206,14007,2
3414070,ROCHELLE PARK SCH DIST,34,31,24,20486,777,4653,15056,18461,14035,8824,4824,28,479,7112,618
3416080,TEANECK TWP SCH DIST,34,31,24,148664,6013,37427,105224,145344,131831,83125,45705,2651,3805,69408,7953
3416920,WALLINGTON BORO SCH DIST,34,31,24,32725,1288,12641,18796,35192,25105,15705,9133,5400,1245,12591,329
3411730,NORTHERN HIGHLANDS REG HIGH SCHOOL DIST,34,31,24,45747,607,9494,35646,50736,38980,25234,12529,8872,1301,20283,1359
3401200,BASS RIVER TWP SCH DIST,34,31,24,1694,0,629,1065,1749,84,0,84,0,0,0,0
3403090,CHESTERFIELD TWP SCH DIST,34,31,24,20102,415,7280,12407,18153,16800,9628,6950,90,695,7508,97
3403780,DELRAN TWP SCH DIST,34,31,24,81162,2512,40120,38530,80575,71597,44750,25282,7206,2889,36494,1431
3404890,EVESHAM TWP SCH DIST,34,31,24,103734,2800,26372,74562,106572,102592,59854,39825,631,4513,47588,2505
3409870,MEDFORD TWP SCH DIST,34,31,24,74260,1610,19369,53281,73722,70508,43854,25572,2128,2745,35354,682
3412390,PALYMRA BORO SCH DIST,34,31,24,29012,1654,13093,14265,28704,26763,15711,9981,371,1083,12977,419
3415420,SOUTHAMPTON TWP SCH DIST,34,31,24,19252,786,4868,13598,18573,17931,10261,7340,57,691,8102,150
3416020,TABERNACLE TWP SCH DIST,34,31,24,18357,582,6997,10778,24156,17881,10547,7016,5530,688,8650,0
3418000,WILLINGBORO TWP SCH DIST,34,31,24,125069,9230,73071,42768,123116,112578,63598,45722,3622,3782,55372,3791
3402430,BURLINGTON CITY SCHOOL DISTRICT,34,31,24,63298,7186,36664,19448,60180,55448,34549,19412,2041,1878,28725,1586
3401590,BERLIN BOROUGH BOARD OF EDUCATN,34,31,24,20801,806,9782,10213,25086,17914,11574,5658,5873,848,9341,329
3402370,BROOKLAWN BORO SCH DIST,34,31,24,9356,844,6910,1602,9030,7644,5189,2253,95,263,4257,217
3403420,COLLINGSWOOD PUBLIC SCHOOL DIST,34,31,24,58270,4877,25048,28345,56945,54734,33877,19864,144,2270,27122,295
3406360,HADDON TWP SCH DIST,34,31,24,51800,1549,20045,30206,51926,48671,29064,18158,298,2105,23531,1577
3408280,LAUREL SPGS BORO SCH DIST,34,31,24,8084,481,4368,3235,8281,4928,3536,1339,57,194,3044,469
3412990,PINE HILL BORO SCH DIST,34,31,24,59288,4369,33980,20939,54149,49458,30710,17357,2131,2010,25070,1896
3415000,SOMERDALE BORO SCH DIST,34,31,24,13451,1218,6797,5436,12608,11526,7676,3563,397,448,6193,198
3416830,VOORHEES TWP SCH DIST,34,31,24,81164,2153,24497,54514,86335,75963,47455,26172,7026,3107,38347,1598
3418270,WOODLYNNE BORO SCH DIST,34,31,24,18663,1761,14046,2856,16856,12587,7663,4495,549,422,6396,247
3480340,CAMDEN COUNTY EDUCATIONAL SERVICES COMMISSION,34,31,24,53324,1659,532,51133,52609,52515,1354,51161,94,0,1070,0
3404380,EASTERN CAMDEN CNTY REGIONAL SCHOOL DIST,34,31,24,54856,1925,20870,32061,55953,48089,29970,17419,6215,1930,24493,1434
3417400,WEST CAPE MAY BORO SCHOOL DIST,34,31,24,2795,174,1219,1402,2798,2402,1275,1119,14,85,1034,0
3411970,OCEAN CITY SCHOOL DIST,34,31,24,57650,2890,16965,37795,58142,57458,36727,19876,354,1850,29039,0
3417940,WILDWOOD CITY SCH DIST,34,31,24,28098,3933,8404,15761,28165,25544,15748,8542,919,818,12575,80
3403660,DEERFIELD TWP SCH DIST,34,31,24,9672,899,5479,3294,9575,8760,5468,3025,198,318,4538,0
3406150,GREENWICH TWP SCH DIST,34,31,24,2890,567,1162,1161,2740,2546,1257,1198,71,79,1103,0
3409780,MAURICE RIVER TWP SCH DIST,34,31,24,12344,590,8222,3532,13102,9627,5134,4212,465,379,4115,29
3403620,CUMBERLAND REG SCH DIST,34,31,24,36142,2268,21686,12188,32777,27424,15636,11209,1640,1223,12779,342
3405940,GLEN RIDGE BORO SCH DIST,34,31,24,50951,901,12428,37622,49083,46198,29690,15836,1619,1810,23891,1597
3411520,NORTH CALDWELL BORO SCH DIST,34,31,24,21347,569,5017,15761,19663,18675,11711,6964,342,691,9516,889
3415330,SOUTH ORANGE-MAPLEWOOD SCHOOL DIST,34,31,24,205312,5307,50795,149210,247890,180969,119799,58517,47465,7047,99667,10177
3415990,SWEDESBORO-WOOLWICH SCH DIST,34,31,24,41456,1350,19645,20461,43617,36725,23468,12331,3770,1573,18910,523
3417430,WEST DEPTFORD SCH DIST,34,31,24,74713,3990,30801,39922,77622,73801,45917,26104,2084,2864,37209,2050
3403210,CLEARVIEW REG HIGH SCHOOL DIST,34,31,24,55966,1558,24054,30354,59491,44578,27398,15996,11457,2120,21667,1127
3406240,GUTTENBERG TOWN SCHOOL DISTRICT,34,31,24,37816,6801,19102,11913,34652,27605,17090,9809,99,979,14822,454
3411460,NORTH BERGEN TWP SCHOOL DISTRICT,34,31,24,209050,33065,108167,67818,195497,171602,109245,58799,17494,7165,88518,605
3401710,BETHLEHEM TWP SCH DIST,34,31,24,11301,416,2505,8380,10624,9885,5303,4424,135,364,4212,86
3403330,CLINTON-GLEN GARDNER SCH DIST,34,31,24,14456,546,4829,9081,13531,12696,7610,4811,176,461,6025,43
3404080,EAST AMWELL TWP SCH DIST,34,31,24,13240,387,3889,8964,11940,11170,7210,3765,160,374,5754,0
3405700,FRENCHTOWN BORO SCH DIST,34,31,24,3838,199,1164,2475,3646,3542,2041,1501,33,104,1622,26
3407110,HIGH BRIDGE BORO SCH DIST,34,31,24,12376,499,4157,7720,11970,11501,6570,4773,358,351,5229,0
3408010,KINGWOOD TWP SCH DIST,34,31,24,10595,462,3131,7002,9957,9099,5569,3389,368,343,4448,20
3410170,MILFORD BORO SCH DIST,34,31,24,3087,181,731,2175,2615,2198,1194,1000,155,70,985,0
3406540,HAMILTON TWP SCH DIST,34,31,24,316152,17073,164739,134340,305935,289000,172108,112171,9248,12377,139067,4712
3408400,LAWRENCE TWP SCH DIST,34,31,24,113042,4329,28432,80281,109517,102078,59778,40154,1619,3758,47982,1586
3409990,METUCHEN BORO SCH DIST,34,31,24,69076,1980,14856,52240,64846,56904,36069,19908,6778,2303,28743,734
3410050,MIDDLESEX BORO SCH DIST,34,31,24,59979,3112,26806,30061,59481,50818,31354,17749,5681,2095,25046,452
3415210,SOUTH BRUNSWICK TWP SCH DIST,34,31,24,199545,5358,60795,133392,208139,199674,117991,76651,2485,7936,93577,1725
3415540,SPOTSWOOD BORO SCH DIST,34,31,24,42170,843,13917,27410,40818,38012,22336,14938,2296,1696,17716,587
3412930,PERTH AMBOY SCH DIST,34,31,24,325907,18955,272671,34281,455611,328778,201627,116276,115107,10356,170633,4013
3402130,BRADLEY BEACH ELEM SCH DIST,34,31,24,10228,999,2427,6802,10405,8658,5456,3030,5,196,4440,54
3405580,FREEHOLD BORO SCH DIST,34,31,24,55880,9070,35407,11403,53611,48678,33097,14248,1865,1608,28086,240
3407200,HIGHLANDS BORO SCH DIST,34,31,24,7052,462,1895,4695,7015,6557,3923,2464,372,161,3141,181
3410230,MILLSTONE TWP SCH DIST,34,31,24,47350,816,9433,37101,46312,37181,19313,16762,921,1164,15598,614
3411130,NEPTUNE CITY BORO SCHOOL DIST,34,31,24,11933,927,2953,8053,11480,9244,5698,3390,69,287,4989,777
3414220,ROOSEVELT BORO SCH DIST,34,31,24,3585,160,1312,2113,3285,2606,1629,977,9,88,1387,15
3415600,SPRING LAKE HGHT BORO SCH DIST,34,31,24,13446,538,2602,10306,13175,8977,5721,3104,96,266,4547,221
3416890,WALL TWP SCH DIST,34,31,24,110927,3304,25858,81765,110638,99605,60833,37418,7541,3186,48610,1936
3410440,MONMOUTH REG HIGH SCHOOL DIST,34,31,24,39338,1802,9023,28513,44223,32920,19640,12926,8353,950,16023,1305
3408940,LONG BRANCH CITY SCH DIST,34,31,24,163003,11891,91460,59652,161507,156064,89837,60494,1573,5400,73864,3139
3401980,BOONTON TWP SCH DIST,34,31,24,18267,173,3289,14805,18322,12468,8312,4139,1050,414,6756,806
3403870,DENVILLE TWP SCH DIST,34,31,24,46860,741,10975,35144,47276,44976,26936,17931,1628,1700,22009,569
3403930,DOVER PUBLIC SCH DIST,34,31,24,109146,8728,76512,23906,104170,94437,56090,35026,1632,3590,47844,3329
