rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
1189,30,21330,Potomac Elementary School District,MT,11,100
1768,30,4860,Powder River County High School District,MT,11,95
7447,30,21450,Powell County High School District,MT,41,327
626,30,21510,Power Elementary School District,MT,17,90
667,30,21540,Power High School District,MT,6,47
709,30,21720,Pryor Elementary School District,MT,38,124
1733,30,21850,Ramsay Elementary School District,MT,17,216
317,30,21870,Rapelje Elementary School District,MT,6,33
320,30,21900,Rapelje High School District,MT,3,16
372,30,21960,Rau Elementary School District,MT,3,41
4005,30,22080,Red Lodge Elementary School District,MT,26,286
4495,30,22110,Red Lodge High School District,MT,13,176
490,30,22230,Reed Point Elementary School District,MT,2,30
442,30,22260,Reed Point High School District,MT,1,21
167,30,22290,Reichle Elementary School District,MT,1,19
420,30,22370,Richey Elementary School District,MT,3,41
479,30,22410,Richey High School District,MT,2,20
986,30,22710,Roberts K-12 Schools,MT,7,141
3280,30,22750,Rocky Boy Elementary School District,MT,117,633
3280,30,28911,Rocky Boy High School District,MT,39,280
9537,30,22790,Ronan Elementary School District,MT,244,1293
9537,30,22800,Ronan High School District,MT,80,550
382,30,22920,Rosebud K-12,MT,10,50
17,30,11990,Ross Elementary School District,MT,0,1
4891,30,23040,Roundup Elementary School District,MT,105,482
5087,30,23070,Roundup High School District,MT,41,252
268,30,23160,Roy K-12 Schools,MT,13,48
449,30,23340,Ryegate K-12 Schools,MT,17,52
324,30,8010,S Y Elementary School District,MT,4,21
465,30,23370,Saco Elementary School District,MT,9,40
443,30,23400,Saco High School District,MT,3,28
121,30,12060,Sand Springs Elementary School District,MT,3,11
589,30,23520,Savage Elementary School District,MT,7,68
626,30,23550,Savage High School District,MT,4,44
1625,30,23670,Scobey K-12 Schools,MT,31,275
2128,30,23730,Seeley Lake Elementary School District,MT,14,157
3774,30,23900,Shelby Elementary School District,MT,66,366
3969,30,23910,Shelby High School District,MT,28,228
4181,30,23940,Shepherd Elementary School District,MT,33,534
5238,30,23970,Shepherd High School District,MT,14,319
1867,30,24150,Sheridan Elementary School District,MT,13,141
2189,30,24180,Sheridan High School District,MT,6,91
1827,30,932,Shields Valley Elementary School District,MT,12,160
1559,30,933,Shields Valley High School District,MT,7,80
7717,30,24200,Sidney Elementary School District,MT,115,962
8338,30,24230,Sidney High School District,MT,42,498
3350,30,24330,Simms High School District,MT,16,214
2371,30,2850,Smith Valley Elementary School District,MT,37,288
7624,30,2,Somers Elementary School District,MT,66,876
103,30,7,South Stacey Elementary School District,MT,2,9
34,30,24690,Spring Creek Colony Elementary School District,MT,0,3
68,30,3660,Spring Creek Elementary School District,MT,1,5
168,30,24810,Springhill Elementary School District,MT,2,9
3687,30,6110,St. Ignatius K-12 Schools,MT,97,679
1507,30,24930,St. Regis K-12 Schools,MT,58,219
923,30,24990,Stanford K-12 Schools,MT,21,116
8509,30,25020,Stevensville Elementary School District,MT,112,793
12300,30,25050,Stevensville High School District,MT,52,547
2161,30,24300,Sun River Valley Elementary School District,MT,27,272
1184,30,25320,Sunburst K-12 Schools,MT,41,219
238,30,25380,Sunset Elementary School District,MT,1,22
2733,30,25470,Superior K-12 Schools,MT,45,355
338,30,15930,Swan Lake-Salmon Elementary School District,MT,7,15
1757,30,25500,Swan River Elementary School District,MT,10,120
550,30,25530,Swan Valley Elementary School District,MT,6,35
3663,30,25560,Sweet Grass County High School District,MT,17,183
4387,30,25890,Target Range Elementary School District,MT,25,432
1112,30,25950,Terry K-12 Schools,MT,25,175
4370,30,26070,Thompson Falls Elementary School District,MT,55,334
4584,30,26100,Thompson Falls High School District,MT,25,206
4895,30,26160,Three Forks Elementary School District,MT,27,588
4886,30,26190,Three Forks High School District,MT,10,298
6988,30,4980,Townsend K-12 Schools,MT,87,976
168,30,26400,Trail Creek Elementary School District,MT,7,24
674,30,26460,Trego Elementary School District,MT,12,49
2029,30,26490,Trinity Elementary School District,MT,13,215
1382,30,26520,Trout Creek Elementary School District,MT,22,99
2981,30,26550,Troy Elementary School District,MT,44,251
3905,30,26580,Troy High School District,MT,27,156
463,30,26640,Turner Elementary School District,MT,8,53
430,30,26670,Turner High School District,MT,3,24
1435,30,26730,Twin Bridges K-12 Schools,MT,31,229
837,30,26880,Ulm Elementary School District,MT,6,86
1091,30,15900,Upper West Shore Elementary School District,MT,23,106
957,30,27060,Valier Elementary School District,MT,11,101
1364,30,27090,Valier High School District,MT,7,69
314,30,27150,Valley View Elementary School District,MT,16,49
1190,30,5850,Vaughn Elementary School District,MT,19,168
3945,30,27270,Victor K-12 Schools,MT,99,503
454,30,27340,Vida Elementary School District,MT,7,42
629,30,94,West Glacier Elementary School District,MT,5,47
5914,30,27570,West Valley Elementary School District,MT,48,859
2062,30,27630,West Yellowstone K-12,MT,9,298
341,30,27730,Westby K-12 Schools,MT,17,61
2065,30,28770,White Sulphur Springs K-12,MT,37,271
16398,30,27740,Whitefish Elementary School District,MT,100,1577
17314,30,27790,Whitefish High School District,MT,35,737
3602,30,27810,Whitehall Elementary School District,MT,33,276
4273,30,27840,Whitehall High School District,MT,16,188
188,30,27930,Whitewater K-12 Schools,MT,16,42
911,30,28020,Wibaux K-12 Schools,MT,24,166
473,30,28140,Willow Creek Elementary School District,MT,6,56
344,30,28170,Willow Creek High School District,MT,1,20
520,30,28380,Winifred K-12 Schools,MT,12,94
525,30,28470,Winnett K-12 Schools,MT,13,60
286,30,28500,Wisdom Elementary School District,MT,4,23
327,30,10820,Wise River Elementary School District,MT,3,20
767,30,28550,Wolf Creek Elementary School District,MT,6,49
3986,30,28590,Wolf Point Elementary School District,MT,192,663
4333,30,28620,Wolf Point High School District,MT,65,297
438,30,28650,Woodman Elementary School District,MT,6,43
430,30,28800,Wyola Elementary School District,MT,18,68
400,30,28830,Yaak Elementary School District,MT,15,41
153,30,28860,Yellowstone Academy Elementary School District,MT,0,35
242,30,28910,Zurich Elementary School District,MT,4,20
5576,31,2770,Adams Central Public Schools,NE,53,1148
2873,31,2790,Ainsworth Community Schools,NE,59,433
943,31,2880,Allen Consolidated Schools,NE,25,194
9191,31,2910,Alliance Public Schools,NE,240,1734
1699,31,80,Alma Public Schools,NE,26,255
1275,31,70,Amherst Public Schools,NE,13,271
1124,31,10,Anselmo-Merna Public Schools,NE,19,215
1001,31,3060,Ansley Public Schools,NE,32,187
1650,31,3090,Arapahoe Public Schools,NE,45,267
482,31,3120,Arcadia Public Schools,NE,21,111
3527,31,3130,Arlington Public Schools,NE,29,683
991,31,73,Arnold Public Schools,NE,21,182
439,31,3210,Arthur County Schools,NE,9,78
6194,31,34,Ashland-Greenwood Public Schools,NE,62,1076
5518,31,3330,Auburn Public Schools,NE,102,905
7047,31,3360,Aurora Public Schools,NE,90,1304
1450,31,3420,Axtell Community Schools,NE,14,260
1109,31,3440,Bancroft-Rosalie Community Schools,NE,17,202
690,31,67,Banner County Public Schools,NE,20,134
2617,31,3540,Battle Creek Public Schools,NE,21,561
2169,31,90,Bayard Public Schools,NE,47,352
14060,31,3600,Beatrice Public Schools,NE,236,2330
55323,31,3810,Bellevue Public Schools,NE,684,10173
16227,31,3990,Bennington Public Schools,NE,100,3785
1325,31,4020,Bertrand Public Schools,NE,33,222
13813,31,4100,Blair Community Schools,NE,126,2490
1692,31,4140,Bloomfield Community Schools,NE,30,288
1336,31,4200,Blue Hill Public Schools,NE,8,226
3556,31,2820,Boone Central Schools,NE,46,631
1833,31,187,Boyd County Schools,NE,45,285
798,31,4290,Brady Public Schools,NE,4,135
2388,31,105,Bridgeport Public Schools,NE,67,417
4796,31,11,Broken Bow Public Schools,NE,117,846
1275,31,124,Bruning-Davenport Unified School System,NE,30,206
1696,31,4640,Burwell Public Schools,NE,30,233
1264,31,12,Callaway Public Schools,NE,29,226
1414,31,15,Cambridge Public Schools,NE,18,211
1409,31,4870,Cedar Bluffs Public Schools,NE,23,275
3436,31,99,Centennial Public Schools,NE,30,621
4895,31,4920,Central City Public Schools,NE,77,847
2038,31,185,Central Valley Public Schools,NE,42,366
2656,31,62950,Centura Public Schools,NE,74,531
6519,31,4980,Chadron Public Schools,NE,111,866
712,31,5010,Chambers Public Schools,NE,12,130
3090,31,163,Chase County Schools,NE,60,588
1186,31,5160,Clarkson Public Schools,NE,14,221
463,31,5280,Cody-Kilgore Public Schools,NE,17,85
26160,31,5340,Columbus Public Schools,NE,430,5013
4629,31,74200,Conestoga Public Schools,NE,42,828
5161,31,5460,Cozad Community Schools,NE,128,953
1256,31,5520,Crawford Public Schools,NE,25,171
1921,31,140,Creek Valley Schools,NE,46,291
1979,31,5550,Creighton Community Public Schools,NE,44,330
10971,31,95,Crete Public Schools,NE,211,2188
2162,31,5630,Crofton Community Schools,NE,49,400
2098,31,130,Cross County Community Schools,NE,27,352
5741,31,2,David City Public Schools,NE,105,1052
1259,31,5910,Deshler Public Schools,NE,28,236
1377,31,125,Diller-Odell Public Schools,NE,16,234
2554,31,121,Doniphan-Trumbull Public Schools,NE,20,482
1103,31,69840,Dorchester Public Schools,NE,11,177
6385,31,165,Douglas County West Community Schools,NE,66,1044
1965,31,77,Dundy County Stratton Public Schools,NE,57,303
2508,31,3,East Butler Public Schools,NE,35,473
447,31,70020,Elba Public Schools,NE,5,57
1399,31,70050,Elgin Public Schools,NE,25,243
54929,31,70110,Elkhorn Public Schools,NE,343,12398
2047,31,25,Elkhorn Valley Schools,NE,32,431
1769,31,70140,Elm Creek Public Schools,NE,19,338
2198,31,1992,Elmwood-Murdock Public Schools,NE,15,435
1536,31,70220,Elwood Public Schools,NE,18,212
1681,31,141,Emerson-Hubbard Public Schools,NE,51,296
1099,31,111,Eustis-Farnam Public Schools,NE,23,207
1288,31,133,Exeter-Milligan Public Schools,NE,14,178
5562,31,70440,Fairbury Public Schools,NE,127,945
5673,31,70530,Falls City Public Schools,NE,113,960
3442,31,118,Fillmore Central Public Schools,NE,39,519
3358,31,70650,Fort Calhoun Community Schools,NE,22,599
1662,31,65,Franklin Public Schools,NE,39,262
1980,31,116,Freeman Public Schools,NE,17,395
31297,31,70710,Fremont Public Schools,NE,794,5625
1440,31,96,Friend Public Schools,NE,14,269
1689,31,91,Fullerton Public Schools,NE,32,301
1847,31,70800,Garden County Schools,NE,66,251
11137,31,98,Gering Public Schools,NE,267,1957
3114,31,70980,Gibbon Public Schools,NE,42,635
723,31,71010,Giltner Public Schools,NE,13,151
3943,31,170,Gordon-Rushville Public Schools,NE,106,648
4431,31,71100,Gothenburg Public Schools,NE,86,826
54309,31,16,Grand Island Public Schools,NE,1952,10657
28894,31,71220,Gretna Public Schools,NE,111,6176
776,31,71370,Hampton Public Schools,NE,6,134
3820,31,71520,Hartington Newcastle Public Schools,NE,75,782
1214,31,71550,Harvard Public Schools,NE,20,216
23105,31,71580,Hastings Public Schools,NE,542,3862
1071,31,71610,Hay Springs Public Schools,NE,33,156
634,31,9120,Hayes Center Public Schools,NE,18,132
2222,31,117,Heartland Community Schools,NE,29,450
1840,31,71730,Hemingford Public Schools,NE,37,365
1977,31,71820,Hershey Public Schools,NE,20,362
1803,31,123,High Plains Community Schools,NE,44,307
1629,31,120,Hitchcock County School System,NE,40,292
6775,31,71940,Holdrege Public Schools,NE,123,1182
1727,31,72000,Homer Community Schools,NE,15,371
2092,31,183,Howells-Dodge Consolidated Schools,NE,39,389
2872,31,179,Humboldt Table Rock Steinauer Public Schools,NE,54,458
2346,31,72150,Humphrey Public Schools,NE,24,507
848,31,72210,Hyannis Area Schools,NE,33,162
4590,31,176,Johnson County Central Public Schools,NE,76,605
1378,31,72335,Johnson-Brock Public Schools,NE,25,275
40586,31,72390,Kearney Public Schools,NE,516,6347
1435,31,72420,Kenesaw Public Schools,NE,10,263
830,31,72480,Keya Paha County Schools,NE,13,114
2978,31,72570,Kimball Public Schools,NE,60,431
5580,31,112,Lakeview Community Schools,NE,74,1253
2639,31,4,Laurel-Concord-Coleridge School,NE,33,440
1458,31,72700,Lawrence-Nelson Public Schools,NE,24,223
1117,31,72720,Leigh Community Schools,NE,12,199
815,31,72780,Lewiston Consolidated Schools,NE,17,140
12798,31,72810,Lexington Public Schools,NE,342,2806
1099,31,72,Leyton Public Schools,NE,14,145
304892,31,72840,Lincoln Public Schools,NE,5409,48276
714,31,72910,Litchfield Public Schools,NE,14,136
2936,31,114,Logan View Public Schools,NE,60,511
895,31,72990,Loomis Public Schools,NE,21,196
3537,31,73050,Louisville Public Schools,NE,14,612
2148,31,73090,Loup City Public Schools,NE,60,333
598,31,73120,Loup County Public Schools,NE,20,92
1874,31,73210,Lyons-Decatur Northeast Schools,NE,32,305
3269,31,73230,Madison Public Schools,NE,48,697
2342,31,73290,Malcolm Public Schools,NE,14,447
817,31,23,Maxwell Public Schools,NE,14,145
835,31,73440,Maywood Public Schools,NE,19,148
8778,31,73470,McCook Public Schools,NE,188,1439
879,31,73500,McCool Junction Public Schools,NE,8,192
363,31,73560,McPherson County Schools,NE,6,40
1516,31,73590,Mead Public Schools,NE,10,296
1251,31,73600,Medicine Valley Public Schools,NE,31,183
915,31,73660,Meridian Public Schools,NE,21,176
4402,31,73710,Milford Public Schools,NE,45,819
126102,31,73740,Millard Public Schools,NE,1297,25782
803,31,73800,Minatare Public Schools,NE,21,141
4603,31,73830,Minden Public Schools,NE,67,819
3052,31,73890,Mitchell Public Schools,NE,77,549
2381,31,97,Morrill Public Schools,NE,57,419
941,31,74040,Mullen Public Schools,NE,19,173
9529,31,74160,Nebraska City Public Schools,NE,185,1796
2428,31,74220,Neligh-Oakdale Schools,NE,50,422
1335,31,74340,Newman Grove Public Schools,NE,28,229
683,31,74370,Niobrara Public Schools,NE,11,110
30416,31,74430,Norfolk Public Schools,NE,557,5359
11002,31,88,Norris School District 160,NE,76,2635
3045,31,115,North Bend Central Public Schools,NE,47,546
26560,31,22,North Platte Public Schools,NE,533,4328
4191,31,74580,Northwest Public Schools,NE,98,739
5196,31,74850,O'Neill Public Schools,NE,142,1047
2209,31,74640,Oakland Craig Public Schools,NE,54,404
6590,31,74760,Ogallala Public Schools,NE,146,987
384652,31,74820,Omaha Public Schools,NE,11435,66450
3327,31,74940,Ord Public Schools,NE,73,553
1478,31,75000,Osceola Public Schools,NE,18,225
1299,31,75030,Osmond Community Schools,NE,10,259
1217,31,75060,Overton Public Schools,NE,27,256
1057,31,89,Palmer Public Schools,NE,25,218
3643,31,75210,Palmyra District OR-1,NE,30,757
71499,31,75270,Papillion-La Vista Community Schools,NE,553,13742
1505,31,75330,Pawnee City Public Schools,NE,58,275
1010,31,75360,Paxton Consolidated Schools,NE,19,169
1893,31,75390,Pender Public Schools,NE,25,308
2680,31,157,Perkins County Schools,NE,41,500
3897,31,75510,Pierce Public Schools,NE,58,740
2161,31,75570,Plainview Public Schools,NE,66,410
10496,31,75660,Plattsmouth Community Schools,NE,127,1718
1373,31,75690,Pleasanton Public Schools,NE,14,255
2012,31,75770,Ponca Public Schools,NE,11,358
966,31,75810,Potter-Dix Public Schools,NE,28,154
21887,31,75900,Ralston Public Schools,NE,397,3111
1662,31,75930,Randolph Public Schools,NE,25,290
